               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.060954,            0.010042,                   0,             0.95771,             0.70776,             0.87621,             0.49924,            0.042647,           0.0065949,                   0,            0.006139,            0.006139,            0.006139
                 158,            0.052969,            0.010748,                   0,                   1,             0.73112,             0.91644,             0.61075,            0.037955,           0.0065733,                   0,           0.0061142,           0.0061142,           0.0061142
                 159,            0.049224,           0.0098284,                   0,             0.93846,             0.76562,             0.90701,             0.58253,            0.040227,           0.0065491,                   0,           0.0060895,           0.0060895,           0.0060895
                 160,            0.052476,            0.009244,                   0,             0.93846,             0.76562,             0.90701,             0.58253,            0.040227,           0.0065491,                   0,           0.0060647,           0.0060647,           0.0060647
                 161,            0.053267,           0.0092203,                   0,             0.90957,             0.78586,             0.90601,             0.58059,            0.039752,           0.0066445,                   0,             0.00604,             0.00604,             0.00604
                 162,            0.049404,           0.0099089,                   0,             0.88861,             0.78125,              0.8852,             0.45449,            0.044183,           0.0066906,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.056085,           0.0092497,                   0,             0.87741,             0.78288,             0.91281,             0.55285,            0.041025,           0.0066344,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,            0.048147,           0.0082149,                   0,             0.87741,             0.78288,             0.91281,             0.55285,            0.041025,           0.0066344,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,             0.05155,            0.011082,                   0,                   1,             0.73432,             0.90946,             0.62074,            0.042071,           0.0065488,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.049589,            0.012339,                   0,             0.97828,             0.70389,             0.85891,              0.4047,            0.042824,           0.0067514,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.049032,           0.0084475,                   0,             0.97521,             0.76562,             0.91485,             0.53925,            0.040291,           0.0066423,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.053638,           0.0093559,                   0,             0.97521,             0.76562,             0.91485,             0.53925,            0.040291,           0.0066423,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.048452,            0.011698,                   0,             0.98035,             0.77955,             0.91749,             0.59591,            0.037248,           0.0066432,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.050821,           0.0097623,                   0,             0.94985,             0.79688,              0.9244,             0.55806,            0.035256,            0.006641,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,              0.0522,            0.011676,                   0,             0.95782,              0.8125,             0.93216,             0.58223,            0.033772,           0.0067411,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.049584,            0.011064,                   0,             0.95782,              0.8125,             0.93216,             0.58223,            0.033772,           0.0067411,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.042519,            0.010606,                   0,             0.97106,              0.8125,             0.93237,             0.64903,            0.032016,           0.0066621,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.044099,           0.0092539,                   0,             0.96271,             0.80677,             0.94012,              0.5262,            0.034004,           0.0066427,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,            0.050239,            0.010595,                   0,             0.90942,             0.89062,             0.93784,             0.64733,            0.037725,           0.0063277,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.044419,           0.0094296,                   0,             0.90942,             0.89062,             0.93784,             0.64733,            0.037725,           0.0063277,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,            0.042985,           0.0088908,                   0,             0.92689,             0.90625,               0.951,             0.67209,            0.038476,           0.0061806,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.049751,           0.0094452,                   0,             0.90384,             0.89062,             0.93297,              0.5728,            0.039902,           0.0062352,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.054203,           0.0091432,                   0,             0.90463,             0.88929,              0.9369,             0.51094,            0.036742,           0.0063847,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.049586,            0.010416,                   0,             0.90463,             0.88929,              0.9369,             0.51094,            0.036742,           0.0063847,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,            0.044149,           0.0080385,                   0,             0.91251,             0.92188,             0.94514,             0.51082,            0.036141,           0.0063116,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.047397,            0.010564,                   0,             0.90017,             0.92188,             0.91627,             0.48954,            0.039456,           0.0062368,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.047802,           0.0097577,                   0,             0.92092,             0.90981,             0.93557,             0.54191,            0.034367,           0.0062828,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,              0.0439,           0.0099489,                   0,             0.92092,             0.90981,             0.93557,             0.54191,            0.034367,           0.0062828,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,            0.042062,           0.0085528,                   0,             0.89297,             0.91257,             0.92562,             0.57256,            0.033893,           0.0061498,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.046641,           0.0088307,                   0,             0.92159,             0.91827,             0.94384,             0.55601,            0.038075,           0.0059528,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.048705,           0.0092043,                   0,             0.95211,             0.93196,             0.95724,             0.60054,            0.037461,           0.0056925,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.049536,            0.010738,                   0,             0.95211,             0.93196,             0.95724,             0.60054,            0.037461,           0.0056925,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,            0.047879,           0.0092172,                   0,             0.94105,             0.92188,             0.96947,              0.5895,            0.036784,           0.0057193,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.043934,             0.01008,                   0,             0.95104,             0.91063,             0.95918,             0.60474,             0.03478,           0.0057884,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.040509,           0.0098391,                   0,             0.80999,             0.92188,             0.94457,             0.58941,            0.032658,           0.0058872,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,             0.04423,           0.0086804,                   0,             0.80999,             0.92188,             0.94457,             0.58941,            0.032658,           0.0058872,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,            0.044592,           0.0089882,                   0,             0.98207,             0.92188,              0.9742,             0.67325,            0.030691,           0.0058619,                   0,            0.005248,            0.005248,            0.005248
                 194,            0.040866,           0.0095547,                   0,             0.95094,              0.9086,             0.95485,             0.63346,            0.031988,            0.005935,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.039181,           0.0081781,                   0,             0.97013,             0.90625,             0.97145,             0.48256,            0.042788,           0.0058577,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,            0.049179,           0.0099727,                   0,             0.97013,             0.90625,             0.97145,             0.48256,            0.042788,           0.0058577,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,              0.0466,            0.010397,                   0,             0.96663,              0.9052,             0.95658,             0.47827,            0.040002,           0.0060221,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.041867,            0.010597,                   0,             0.95172,             0.92404,             0.95359,             0.59268,            0.030007,           0.0061302,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.043377,           0.0092259,                   0,             0.96658,             0.90376,             0.95763,             0.65447,            0.029668,           0.0060606,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.042474,            0.010732,                   0,             0.96658,             0.90376,             0.95763,             0.65447,            0.029668,           0.0060606,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.038875,           0.0096802,                   0,             0.94034,             0.92188,             0.95712,             0.61734,            0.030767,           0.0060328,                   0,             0.00505,             0.00505,             0.00505
                 202,            0.041289,            0.010551,                   0,             0.96671,             0.90751,             0.94998,               0.687,            0.027086,            0.005939,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,            0.042825,            0.008202,                   0,             0.96773,             0.89062,              0.9618,             0.50765,            0.041797,           0.0059864,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,             0.04828,           0.0087117,                   0,             0.96773,             0.89062,              0.9618,             0.50765,            0.041797,           0.0059864,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.045361,           0.0086886,                   0,             0.82476,             0.88253,             0.90699,             0.53693,            0.039293,            0.005865,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.040537,           0.0099406,                   0,             0.93594,             0.91326,             0.95228,             0.67808,             0.02998,           0.0057756,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,            0.040976,           0.0084575,                   0,             0.98173,             0.90625,             0.95814,             0.58705,             0.03379,           0.0057987,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,            0.047868,            0.010689,                   0,             0.98173,             0.90625,             0.95814,             0.58705,             0.03379,           0.0057987,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.045952,            0.008482,                   0,             0.92766,             0.90625,             0.95205,             0.67258,            0.029878,           0.0056898,                   0,            0.004852,            0.004852,            0.004852
                 210,            0.036543,           0.0097255,                   0,             0.93569,              0.9094,             0.95443,             0.70924,            0.029828,           0.0057216,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.040201,            0.010997,                   0,             0.92106,             0.91167,             0.95205,             0.73004,            0.029836,           0.0057351,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.040519,           0.0095163,                   0,             0.92106,             0.91167,             0.95205,             0.73004,            0.029836,           0.0057351,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,            0.036111,           0.0081821,                   0,             0.93486,              0.9375,             0.95925,             0.73065,            0.027102,           0.0057903,                   0,            0.004753,            0.004753,            0.004753
                 214,             0.04415,            0.011344,                   0,             0.90882,              0.9375,             0.96222,              0.7253,            0.025641,           0.0057882,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.039173,           0.0087159,                   0,             0.93548,              0.9375,             0.96424,             0.65717,            0.032386,           0.0055908,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.044372,           0.0079668,                   0,             0.93548,              0.9375,             0.96424,             0.65717,            0.032386,           0.0055908,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,            0.044528,           0.0091201,                   0,             0.92933,              0.9375,             0.97235,             0.73857,            0.030298,           0.0055328,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.037122,           0.0084394,                   0,             0.89153,             0.95312,             0.95568,             0.66207,            0.034515,           0.0055146,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.044313,           0.0084908,                   0,             0.90663,             0.96875,             0.95773,             0.57978,            0.033845,           0.0057223,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,            0.048415,           0.0076657,                   0,             0.90663,             0.96875,             0.95773,             0.57978,            0.033845,           0.0057223,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.039652,           0.0072783,                   0,             0.93241,             0.96875,             0.96463,             0.63568,            0.032174,            0.005692,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.043836,            0.010101,                   0,             0.96482,             0.95312,             0.97076,             0.63887,            0.032388,           0.0056352,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.041389,           0.0088773,                   0,             0.96823,             0.95247,             0.97251,              0.6169,            0.027732,           0.0057061,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.041249,           0.0098568,                   0,             0.96823,             0.95247,             0.97251,              0.6169,            0.027732,           0.0057061,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,            0.039728,           0.0095522,                   0,             0.95158,             0.92117,             0.95823,             0.66935,            0.025436,           0.0057183,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.040142,            0.010425,                   0,             0.96396,             0.96875,              0.9719,             0.71807,            0.026912,           0.0056115,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,            0.042384,            0.010078,                   0,             0.94988,             0.96875,              0.9721,             0.74059,            0.028965,           0.0055287,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,            0.041797,           0.0093365,                   0,             0.94988,             0.96875,              0.9721,             0.74059,            0.028965,           0.0055287,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.040813,           0.0067257,                   0,             0.94675,             0.96875,              0.9719,             0.71214,            0.029203,           0.0054732,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.041507,           0.0086486,                   0,             0.94814,             0.96875,             0.97119,             0.65749,            0.028189,             0.00567,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.042192,            0.008604,                   0,             0.93481,             0.95312,             0.96578,             0.72213,            0.028582,           0.0055928,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.043626,           0.0075203,                   0,             0.93481,             0.95312,             0.96578,             0.72213,            0.028582,           0.0055928,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,            0.041863,           0.0085472,                   0,             0.93841,             0.95235,             0.96551,             0.66559,            0.028609,           0.0055276,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.037654,           0.0091795,                   0,             0.94457,             0.95312,             0.97233,             0.65959,             0.03118,           0.0055784,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.041961,           0.0092642,                   0,             0.94332,             0.95312,             0.97466,             0.69634,            0.028323,           0.0055262,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.038195,           0.0085657,                   0,             0.94332,             0.95312,             0.97466,             0.69634,            0.028323,           0.0055262,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,            0.037553,           0.0092377,                   0,              0.9357,             0.90957,             0.96923,             0.65373,            0.031662,           0.0055671,                   0,            0.004159,            0.004159,            0.004159
                 238,            0.035549,           0.0097377,                   0,             0.92642,              0.9375,             0.96815,             0.70545,            0.028739,           0.0055109,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.041783,           0.0077794,                   0,             0.92264,             0.93179,             0.95857,             0.64608,            0.031986,           0.0056034,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,            0.045675,            0.010395,                   0,             0.92264,             0.93179,             0.95857,             0.64608,            0.031986,           0.0056034,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.038094,           0.0090402,                   0,             0.93793,             0.94442,             0.96803,             0.70896,            0.028147,            0.005484,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.035326,           0.0086536,                   0,             0.93782,              0.9427,             0.96606,              0.7287,            0.027725,            0.005468,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.035502,           0.0082425,                   0,             0.93786,             0.94339,             0.96501,             0.64393,            0.031803,           0.0056311,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.040619,           0.0099027,                   0,             0.93786,             0.94339,             0.96501,             0.64393,            0.031803,           0.0056311,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,            0.038677,            0.009766,                   0,             0.93786,             0.94341,             0.96753,             0.66149,            0.029334,           0.0055643,                   0,            0.003961,            0.003961,            0.003961
                 246,             0.04258,           0.0095606,                   0,             0.97498,              0.9375,              0.9742,             0.72755,            0.025963,           0.0054678,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,            0.036924,           0.0075884,                   0,             0.95345,              0.9602,              0.9743,             0.60104,            0.027967,           0.0054575,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.036966,           0.0096956,                   0,             0.95345,              0.9602,              0.9743,             0.60104,            0.027967,           0.0054575,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.037884,            0.010158,                   0,             0.95337,             0.95852,             0.97447,             0.57977,            0.027871,           0.0054796,                   0,            0.003862,            0.003862,            0.003862
                 250,            0.042438,           0.0085327,                   0,             0.97777,              0.9375,             0.97409,             0.69439,            0.028755,           0.0054897,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.036407,           0.0076206,                   0,              0.9838,             0.94911,             0.97495,             0.67943,            0.027972,           0.0055356,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,            0.038686,           0.0081052,                   0,              0.9838,             0.94911,             0.97495,             0.67943,            0.027972,           0.0055356,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.040033,           0.0090818,                   0,             0.98383,              0.9505,             0.97455,             0.72126,             0.02901,           0.0055138,                   0,            0.003763,            0.003763,            0.003763
                 254,            0.038019,            0.008545,                   0,             0.98385,             0.95188,             0.97481,              0.7135,            0.028185,           0.0054483,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,            0.038605,           0.0077889,                   0,             0.93841,             0.95227,             0.96024,             0.68611,            0.036512,           0.0053243,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.043974,            0.010025,                   0,             0.93841,             0.95227,             0.96024,             0.68611,            0.036512,           0.0053243,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,            0.042884,           0.0086754,                   0,             0.93841,             0.95229,             0.96022,             0.66096,             0.03836,           0.0052913,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.039075,            0.008705,                   0,             0.98383,             0.95044,             0.97476,             0.72801,            0.029601,           0.0053544,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.036295,           0.0088102,                   0,             0.98384,             0.95144,             0.97571,             0.63057,            0.029848,           0.0054539,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.042631,           0.0081105,                   0,             0.98384,             0.95144,             0.97571,             0.63057,            0.029848,           0.0054539,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.038585,           0.0093395,                   0,             0.96872,             0.96792,             0.97588,             0.65576,            0.028235,           0.0054141,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.044662,           0.0091583,                   0,             0.96453,             0.96875,              0.9757,             0.69944,            0.026125,           0.0053718,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.035664,           0.0073572,                   0,             0.98402,             0.96238,             0.97566,             0.63852,            0.028741,           0.0053283,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.036936,           0.0081355,                   0,             0.98402,             0.96238,             0.97566,             0.63852,            0.028741,           0.0053283,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.039313,            0.009516,                   0,             0.95375,             0.96669,             0.97034,             0.63794,            0.029446,           0.0052648,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.037847,            0.009226,                   0,             0.98411,             0.96784,             0.97667,             0.66109,            0.026481,           0.0051947,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.035112,           0.0091021,                   0,             0.98286,             0.96875,             0.97715,             0.65172,             0.02597,           0.0052034,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,            0.037705,           0.0089415,                   0,             0.98286,             0.96875,             0.97715,             0.65172,             0.02597,           0.0052034,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,            0.036008,           0.0074739,                   0,             0.98092,             0.96875,              0.9778,             0.65854,            0.026035,           0.0051625,                   0,            0.003367,            0.003367,            0.003367
                 270,             0.03527,           0.0091817,                   0,             0.97985,             0.96875,             0.97763,             0.64614,             0.02697,           0.0051969,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.035817,           0.0081277,                   0,             0.97871,             0.96875,             0.97746,             0.71724,            0.024645,            0.005149,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.037955,           0.0090871,                   0,             0.97871,             0.96875,             0.97746,             0.71724,            0.024645,            0.005149,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.035566,           0.0079412,                   0,             0.97978,             0.96875,             0.97763,             0.72538,            0.025077,           0.0051643,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.036016,            0.009349,                   0,             0.98091,             0.96875,             0.97763,             0.74114,            0.024528,           0.0050943,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,            0.035962,           0.0073433,                   0,             0.98123,             0.96875,             0.97746,             0.70888,            0.024752,           0.0050978,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,            0.034506,           0.0085639,                   0,             0.98123,             0.96875,             0.97746,             0.70888,            0.024752,           0.0050978,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.038698,             0.01032,                   0,             0.98176,             0.96875,             0.97796,             0.73218,             0.02496,           0.0051045,                   0,            0.003169,            0.003169,            0.003169
                 278,            0.033863,           0.0081625,                   0,             0.98191,             0.96875,              0.9788,             0.72285,            0.025119,           0.0049261,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,            0.032819,           0.0080197,                   0,             0.98409,             0.96673,             0.97863,             0.70382,            0.026875,           0.0051156,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.035965,           0.0086941,                   0,             0.98409,             0.96673,             0.97863,             0.70382,            0.026875,           0.0051156,                   0,           0.0030948,           0.0030948,           0.0030948
                 281,            0.037464,           0.0093956,                   0,             0.98196,             0.96875,             0.97863,             0.69217,            0.026845,           0.0051055,                   0,             0.00307,             0.00307,             0.00307
                 282,            0.034275,           0.0092288,                   0,             0.98143,             0.96875,             0.97978,             0.73032,            0.025073,           0.0049775,                   0,           0.0030452,           0.0030452,           0.0030452
                 283,            0.031301,           0.0071239,                   0,               0.981,             0.96875,             0.98021,             0.72533,             0.02267,           0.0050273,                   0,           0.0030205,           0.0030205,           0.0030205
                 284,            0.034729,           0.0069453,                   0,               0.981,             0.96875,             0.98021,             0.72533,             0.02267,           0.0050273,                   0,           0.0029957,           0.0029957,           0.0029957
                 285,            0.031762,           0.0077216,                   0,             0.97862,             0.96875,             0.97978,             0.72082,            0.023272,           0.0050533,                   0,            0.002971,            0.002971,            0.002971
                 286,            0.035887,           0.0081548,                   0,             0.97966,             0.96875,             0.97918,             0.70379,            0.025955,           0.0049758,                   0,           0.0029462,           0.0029462,           0.0029462
                 287,            0.034263,           0.0087834,                   0,             0.98114,             0.96875,             0.97701,             0.73419,             0.02559,           0.0050124,                   0,           0.0029215,           0.0029215,           0.0029215
                 288,             0.03387,            0.009666,                   0,             0.98114,             0.96875,             0.97701,             0.73419,             0.02559,           0.0050124,                   0,           0.0028967,           0.0028967,           0.0028967
                 289,            0.032699,           0.0089141,                   0,             0.98069,             0.96875,             0.97926,             0.70464,            0.027365,           0.0049766,                   0,            0.002872,            0.002872,            0.002872
                 290,            0.035013,           0.0079094,                   0,             0.98135,             0.96875,             0.97715,             0.69236,            0.024852,           0.0050845,                   0,           0.0028472,           0.0028472,           0.0028472
                 291,            0.033903,           0.0083242,                   0,             0.98136,             0.96875,              0.9789,             0.72583,            0.023428,           0.0050387,                   0,           0.0028225,           0.0028225,           0.0028225
                 292,            0.031715,           0.0088912,                   0,             0.98136,             0.96875,              0.9789,             0.72583,            0.023428,           0.0050387,                   0,           0.0027977,           0.0027977,           0.0027977
                 293,            0.034225,           0.0082695,                   0,             0.98183,             0.96875,             0.97899,             0.72292,            0.023201,           0.0050154,                   0,            0.002773,            0.002773,            0.002773
                 294,             0.03501,           0.0069237,                   0,             0.98193,             0.96875,              0.9792,             0.75336,            0.025224,           0.0050164,                   0,           0.0027482,           0.0027482,           0.0027482
                 295,            0.035311,           0.0088208,                   0,             0.98198,             0.96875,              0.9792,             0.69908,            0.023131,           0.0050349,                   0,           0.0027235,           0.0027235,           0.0027235
                 296,            0.031734,             0.00953,                   0,             0.98198,             0.96875,              0.9792,             0.69908,            0.023131,           0.0050349,                   0,           0.0026987,           0.0026987,           0.0026987
                 297,            0.037237,           0.0089732,                   0,             0.98179,             0.96875,              0.9792,             0.68628,            0.023737,           0.0049906,                   0,            0.002674,            0.002674,            0.002674
                 298,            0.035849,           0.0081914,                   0,               0.982,             0.96875,             0.97878,             0.74886,             0.02463,           0.0049109,                   0,           0.0026492,           0.0026492,           0.0026492
                 299,            0.036042,           0.0079771,                   0,             0.98183,             0.96875,              0.9792,             0.72914,             0.02328,           0.0049666,                   0,           0.0026245,           0.0026245,           0.0026245
                 300,             0.03249,           0.0089758,                   0,             0.98183,             0.96875,              0.9792,             0.72914,             0.02328,           0.0049666,                   0,           0.0025997,           0.0025997,           0.0025997
                 301,             0.03465,           0.0085486,                   0,             0.98183,             0.96875,             0.97899,             0.73211,            0.024224,           0.0049714,                   0,            0.002575,            0.002575,            0.002575
                 302,            0.031122,           0.0085174,                   0,             0.98354,             0.96875,             0.97839,                0.68,            0.023673,           0.0050703,                   0,           0.0025503,           0.0025503,           0.0025503
                 303,            0.032185,            0.008991,                   0,             0.98398,             0.96875,             0.97878,             0.74341,            0.021215,           0.0049994,                   0,           0.0025255,           0.0025255,           0.0025255
                 304,            0.036464,           0.0072454,                   0,             0.98398,             0.96875,             0.97878,             0.74341,            0.021215,           0.0049994,                   0,           0.0025008,           0.0025008,           0.0025008
                 305,            0.033179,           0.0082744,                   0,             0.98412,             0.96822,              0.9792,              0.7508,            0.020507,            0.005035,                   0,            0.002476,            0.002476,            0.002476
                 306,            0.032627,           0.0086809,                   0,              0.9836,             0.96875,             0.97941,              0.7282,            0.022158,           0.0049011,                   0,           0.0024513,           0.0024513,           0.0024513
                 307,            0.033585,            0.007363,                   0,             0.98332,             0.96875,              0.9792,             0.73269,             0.02174,           0.0050817,                   0,           0.0024265,           0.0024265,           0.0024265
                 308,            0.035297,            0.010044,                   0,             0.98332,             0.96875,              0.9792,             0.73269,             0.02174,           0.0050817,                   0,           0.0024018,           0.0024018,           0.0024018
                 309,             0.03834,           0.0086146,                   0,             0.98321,             0.96875,             0.97941,             0.73168,            0.021287,           0.0050788,                   0,            0.002377,            0.002377,            0.002377
                 310,            0.034881,            0.008824,                   0,             0.98198,             0.96875,             0.97941,             0.72223,            0.021793,           0.0049732,                   0,           0.0023523,           0.0023523,           0.0023523
                 311,            0.029488,           0.0093753,                   0,             0.98125,             0.96875,             0.97964,             0.66424,            0.023576,           0.0050452,                   0,           0.0023275,           0.0023275,           0.0023275
                 312,            0.032659,           0.0080553,                   0,             0.98125,             0.96875,             0.97964,             0.66424,            0.023576,           0.0050452,                   0,           0.0023028,           0.0023028,           0.0023028
                 313,            0.032236,           0.0079175,                   0,             0.98101,             0.96875,             0.97964,             0.65332,            0.023925,           0.0049701,                   0,            0.002278,            0.002278,            0.002278
                 314,            0.034883,           0.0094371,                   0,             0.98121,             0.96875,             0.97986,             0.71307,            0.023812,           0.0048935,                   0,           0.0022533,           0.0022533,           0.0022533
                 315,            0.034028,            0.008969,                   0,             0.98099,             0.96875,              0.9801,             0.73391,            0.021339,           0.0048618,                   0,           0.0022285,           0.0022285,           0.0022285
                 316,            0.031805,           0.0086765,                   0,             0.98099,             0.96875,              0.9801,             0.73391,            0.021339,           0.0048618,                   0,           0.0022038,           0.0022038,           0.0022038
                 317,            0.040704,           0.0081368,                   0,             0.98069,             0.96875,              0.9801,             0.73223,            0.021477,           0.0048234,                   0,            0.002179,            0.002179,            0.002179
                 318,            0.033927,           0.0079764,                   0,             0.98086,             0.96875,              0.9801,             0.70321,            0.021702,           0.0048705,                   0,           0.0021543,           0.0021543,           0.0021543
                 319,            0.036772,           0.0086977,                   0,             0.98101,             0.96875,              0.9801,             0.76033,            0.020392,           0.0048324,                   0,           0.0021295,           0.0021295,           0.0021295
                 320,            0.033223,           0.0075783,                   0,             0.98101,             0.96875,              0.9801,             0.76033,            0.020392,           0.0048324,                   0,           0.0021048,           0.0021048,           0.0021048
                 321,            0.035425,           0.0076501,                   0,             0.98077,             0.96875,             0.97986,             0.79238,            0.020291,           0.0048179,                   0,             0.00208,             0.00208,             0.00208
                 322,            0.035811,           0.0082357,                   0,             0.98148,             0.96875,             0.97986,             0.70497,            0.021426,           0.0048998,                   0,           0.0020553,           0.0020553,           0.0020553
                 323,            0.031659,           0.0081863,                   0,             0.98169,             0.96875,             0.98034,             0.70534,            0.021106,           0.0048118,                   0,           0.0020305,           0.0020305,           0.0020305
                 324,            0.032249,           0.0072366,                   0,             0.98169,             0.96875,             0.98034,             0.70534,            0.021106,           0.0048118,                   0,           0.0020058,           0.0020058,           0.0020058
                 325,            0.035408,            0.008952,                   0,             0.98186,             0.96875,             0.98041,             0.64799,            0.022685,           0.0049046,                   0,            0.001981,            0.001981,            0.001981
